song_id,melody,articulation,rhythm_complexity,rhythm_stability,dissonance,atonality,mode
1275,6.25,8,6.5,7,7.2,6.33333333333,7.66666666667
1276,4.75,4,4,5.75,4.8,6.25,6.5
1277,7.75,7.5,4,7,4.8,6.75,5.25
1278,7,6.25,3.5,7.25,4.8,6.75,6
1279,4,6.75,3,7,5.6,7.25,6.5
1280,6.25,3.75,6,3.5,3.4,6,5
1281,2.25,4.25,3,5.75,5.8,4.25,6.5
1282,5,8,2,7.5,6.4,7.5,7.25
1283,3,4.25,2.5,5.6,4.4,4.5,6.25
1284,5,5,4,6.8,4.2,8,5.5
1285,8.25,4.25,2.5,6,3.8,7,7.5
1286,6.25,6.25,2.5,7.8,6.2,7.75,7
1287,5.25,6.75,3.66666666667,6.5,5.4,8.33333333333,5
1288,5.75,5,3.5,6.75,6.2,6,7
1289,5.5,5.25,4,5.8,4.4,7.25,7
1290,7,7.25,5.66666666667,7.4,4.6,7.25,6.66666666667
1291,5.5,9.5,6.66666666667,7.6,9,6,6
1292,3.75,4.25,4.75,6.25,4.6,4,5.33333333333
1293,7.75,3,4.33333333333,4.8,3.4,7,6.66666666667
1294,4,7,4,6.6,5.8,4.25,5.33333333333
1295,6.25,4,4.33333333333,6,3.8,6.66666666667,5.33333333333
1296,6.5,3,2.66666666667,6.25,3,8.66666666667,7.33333333333
1297,7.5,5.5,5.33333333333,7.5,4.2,7,6.33333333333
1298,6.25,6.75,5,6.75,5.2,7,6
1299,6,7.25,4.66666666667,7.25,4.8,7,5.66666666667
1300,6.75,5.75,5.33333333333,7.5,4.2,7.33333333333,4.66666666667
1301,6,7,5,7.5,4.4,6.66666666667,6.33333333333
1302,4,5.5,6,6.75,5.8,6.33333333333,5.66666666667
1303,8.5,2.5,3.66666666667,5.5,3.2,6.66666666667,5.33333333333
1304,3.5,2.75,2.66666666667,2,5.6,2.66666666667,5
1305,5.25,3.5,2.33333333333,4.75,4.6,4.33333333333,7
1306,4.75,6.5,5.66666666667,5.5,6.2,4,5.66666666667
1307,3.25,5.75,4.66666666667,6.5,6.8,3.33333333333,5.33333333333
1308,4.75,6.75,5.66666666667,8,5.2,7,7.33333333333
1309,6.5,7,5,7.5,6.4,7.33333333333,7.66666666667
1310,4.5,3.5,4,5.5,4.8,6,6
1311,5,9,5.33333333333,8,8,7,6.33333333333
1312,4.75,8,4.5,6.66666666667,7,7.33333333333,6
1313,5.75,7.5,4.66666666667,8,5.2,6.66666666667,6.33333333333
1314,6,6.25,5,7.25,5.4,5.66666666667,6.66666666667
1315,2,1.5,2,1.5,6.6,3,4
1316,6.25,4.75,5,6.25,4.4,7.33333333333,5
1317,7.25,6.75,5.25,7.25,4.4,7,5.5
1318,4.5,6.75,4.33333333333,7.75,5,7,5.66666666667
1319,4.66666666667,8.75,4.33333333333,7.25,7,4.66666666667,5
1320,6,6,5.33333333333,7.25,5.6,5.66666666667,6.66666666667
1321,4,4.5,4.33333333333,6.75,5.4,6,5.33333333333
1322,6,8.5,4.66666666667,7.75,5.2,8,6.66666666667
1323,5.75,5.75,4.33333333333,7.5,5.4,6.66666666667,5.66666666667
1324,6.5,8.5,4,8.5,6,6.66666666667,5.66666666667
1325,6.75,6.5,5,6.75,4,6.66666666667,7.66666666667
1326,5.5,6.5,4.66666666667,7,5.2,6.5,5
1327,5.75,3.75,4.33333333333,4.75,4.6,7,5.33333333333
1328,4,6.25,6.33333333333,4.5,5.8,6.5,6.33333333333
1329,4.75,6.25,4.33333333333,6.25,5.2,8.5,4.33333333333
1330,5.75,8,6,7.25,7,7,8
1331,4.25,6,4,5.75,5.2,8,7.33333333333
1332,5.25,6.5,3.5,6,4.2,6.5,6.5
1333,4,6,4.5,7.5,5.4,5.5,4.5
1334,5.8,7.75,5.66666666667,7.33333333333,6.2,7,6
1335,3.75,7.25,5,6.75,4.4,8.5,4.5
1336,4.25,7.66666666667,8.5,6.25,8.2,3.5,6.33333333333
1337,2.25,6.5,5.5,2.5,7.4,3.5,5
1338,7.5,4.25,4,6.33333333333,3.4,8.5,6
1339,5.5,5.25,3.66666666667,5.75,4.4,10,6.33333333333
1340,4.25,8.75,8.5,5.75,8.6,4,6.33333333333
1341,6.25,3.75,4.5,5.5,3.6,7,3.66666666667
1342,6.33333333333,6.25,4.33333333333,6.25,4.4,8.5,3.33333333333
1343,5.75,8.25,7.25,8,8,7,5.66666666667
1344,6,6,5,7,4.6,9.5,6.33333333333
1345,4.33333333333,6.5,4.66666666667,6,5,7.5,6.33333333333
1346,3.5,3.25,3.25,6,7,4,5
1347,3.66666666667,4,4,5.5,4.8,6,3
1348,6.66666666667,5.25,5.33333333333,8.5,4.4,7,4
1349,4.33333333333,4.5,3.33333333333,6.25,4.4,6,4.33333333333
1350,4,4.5,4.33333333333,5.25,5.4,4.5,6
1351,4.66666666667,8.25,5.66666666667,7.5,8.2,6.5,6.33333333333
1352,4,4.25,4.66666666667,6,7,4,5.33333333333
1353,3,5.75,4,5.5,5.4,5,4.33333333333
1354,4,6.25,5.33333333333,7,7,4,5
1355,5,2.5,3.33333333333,4,3.8,6,5.66666666667
1356,5.33333333333,4.25,4,5.75,4.4,6.5,6
1357,7,8.25,5,7.5,5.6,6,5.33333333333
1358,3.33333333333,3,3.33333333333,5.5,5.4,5.5,6
1359,5.33333333333,5,3.33333333333,6.75,4.6,6,5.33333333333
1360,5,3.25,4,4.5,4.4,6,6.33333333333
1361,5.33333333333,7,6.5,7.2,8.8,5,6.33333333333
1362,4.75,5.75,3.5,7.2,5.6,8.5,6
1363,3.5,4.25,3,6.2,4.6,6,5.33333333333
1364,7.5,3.75,3.5,5,4.2,6.66666666667,3.66666666667
1365,5.75,6,3,6.6,5,8,8.33333333333
1366,8,4.5,4.5,6.2,3.2,8,4
1367,5.5,6.5,4,7.6,6.4,7.66666666667,4
1368,6.33333333333,7.5,6,7.6,6.2,6,7.33333333333
1369,4.5,2.25,2,3.6,3.4,6.66666666667,7.66666666667
1370,8.5,5,4.5,6.4,4.6,7,5.33333333333
1371,4.66666666667,5.25,3.5,6,5.6,6.66666666667,4.66666666667
1372,3,5.75,5.5,2,8.8,4.66666666667,6.33333333333
1373,7,7.75,4,6.8,5,7,5
1374,5.66666666667,3.5,3.5,5.4,4.2,4.33333333333,6
1375,6.5,3.75,3,5.4,4.4,7.66666666667,7.33333333333
1376,4.66666666667,5.25,4,7,6.4,3.66666666667,7
1377,5.75,8,7,6.4,6.4,6.66666666667,5.66666666667
1378,8,5.75,4,8.4,4.2,8,9
1379,8,7.25,4,8.25,5,7.33333333333,5.33333333333
1380,5,6,5,4.6,5.6,5.66666666667,5.66666666667
1381,5.25,7.25,5,7.6,5.6,7,5.33333333333
1382,4.33333333333,6.5,3.5,7.6,6,7,4.33333333333
1383,4.25,7.75,9.5,6.2,8.2,7.5,7.66666666667
1384,8.75,4.5,3,5,4.4,7,7
1385,4,2.75,3.5,4.4,4.8,6,7
1386,6,5.75,3.66666666667,5,4.4,6.33333333333,5.66666666667
1387,5,4,3.66666666667,5.4,3.6,7.66666666667,7.66666666667
1388,5,7.5,5,7.4,6,5.66666666667,5.66666666667
1389,3.5,7.5,7.75,6.2,8.4,7,6.66666666667
1390,5,6.5,5.5,6.8,4.2,7.33333333333,3
1391,4.66666666667,6.75,6.33333333333,5.4,6,5.33333333333,5
1392,5.5,8,6.33333333333,7.8,6.8,8.33333333333,4.33333333333
1393,2.25,7.5,5.75,5,4.4,6.66666666667,5.33333333333
1394,5,6,4,5.4,4.2,6.33333333333,6.66666666667
1395,1.5,6.5,7.25,1.6,9.2,3.66666666667,6.33333333333
1396,5.33333333333,5,3.33333333333,6.2,5,6.33333333333,5
1397,4.75,6.25,5.75,6.2,7.2,5.66666666667,5.66666666667
1398,4.75,7.75,5.5,6.4,6.2,7.33333333333,6.33333333333
1399,2.5,5.5,6.25,5.4,6.8,6,7
1400,6,4.25,2.33333333333,6,4.2,7.33333333333,7
1401,5.4,5.8,5,5.8,5.2,6.8,5.5
1402,6.4,4.4,4.5,5.6,5.4,6,6.25
1403,5.2,6.4,5,7,6.6,7.2,6.4
1404,6.2,7,4,6.8,5,7,5.4
1405,6.4,6.8,4,8,5.2,7.4,5.8
1406,5.2,7.4,5,7,6,6.8,6
1407,3.8,4.4,8,3.2,7.4,4.8,5.8
1408,5.4,5.6,4,7.4,5.6,7,4.6
1409,7.4,4.8,4.5,6.6,4.4,7.2,6.2
1410,6,7.6,4,8.4,5,7.4,4.4
1411,6.4,5.2,4,7.2,4.6,7.2,5.4
1412,2.6,2.8,9,2,5,4.8,6
1413,4.8,6.4,5.66666666667,6.4,4.2,7.2,5.2
1414,3.8,5.4,6,7,6.4,6.6,5.4
1415,6.4,5.4,6.5,6.8,5.6,8,7
1416,5,3.4,7,4.6,5.6,7.8,7
1417,7,7.2,5.66666666667,7.4,6.2,8.4,6
1418,6.2,2.6,8,3.6,5.6,6.4,6.6
1419,4.4,7,3.66666666667,7.4,6.8,6.8,5.8
1420,7.6,6.2,5.5,6.8,4,7.2,5.2
1421,5.2,5.6,6.33333333333,6.4,5.6,6.8,6
1422,1.8,5.4,3,5.6,7.8,5.6,5
1423,6,6.8,6,6.6,5.6,6.6,5
1424,5.8,6.8,4.66666666667,7.6,6.4,6.2,6.2
1425,4,4,7,4.8,5,6.4,5.2
1426,5.8,5,5.33333333333,7,5.4,6.6,7.6
1427,3.4,7.4,4,7.4,6.2,7.8,5
1428,5.2,5,4.5,6.4,6,6,6.2
1429,3.8,4.6,4,6,4.6,5.8,4.4
1430,4.8,3,6.33333333333,4.2,5.6,7.2,5.6
1431,3.2,5.2,8,3,8,4.8,6.6
1432,2,1.8,5,2.6,5.4,8,4.8
1433,6.4,6,4.33333333333,7.2,4.4,7,3.4
1434,8.2,2.8,4,7,4,7,4.8
1435,6,6.6,5.66666666667,7.8,5,8.2,6
1436,8.4,2.8,6.5,6.4,3.8,7.2,4
1437,7.4,5.8,4,7.4,4.2,7.4,6.2
1438,3.2,3.6,7,4.6,4.4,5.6,6.4
1439,5.4,8.2,7,7.8,6,6.8,7.2
1440,7.6,6,4.5,6.8,4.8,6.8,3.8
1441,6.4,5.8,5,6.8,5,7.6,4
1442,5.2,6.4,6,8,5.4,7,6.2
1443,3.8,7.4,3.5,7.8,6.6,6.4,6.4
1444,5.4,7.4,3.5,7.2,6.2,7.4,6.4
1445,5.4,6,6.5,6.8,6.4,5.6,7
1446,4,5.2,8,5.8,5,6,5.4
1447,4.6,7,6,7.4,6.4,6.8,7
1448,6,5.8,4.5,7.6,5.4,7,4.2
1449,4.6,6.8,6.66666666667,7,5.8,6.6,7.2
1450,5.2,6.8,7.33333333333,7.6,3.6,7.4,6.8
1451,6.2,5.4,5.33333333333,7.2,4.4,7.2,5
1452,3.4,5,7.33333333333,6.2,5,6.2,4.6
1453,6.6,4.8,7,4.6,4.2,7,3.8
1454,4.8,5,6.33333333333,6,5.2,7,5.8
1455,1.8,8,1.66666666667,9.4,6.8,7.6,4.8
1456,8.6,3.2,5,6.4,3.4,7.2,5.4
1457,3.8,7.6,6,7,7.8,5.8,5.4
1458,4,8.2,7.66666666667,7.4,5.4,6.8,5.6
1459,8,3.8,5.33333333333,7.8,4,7,5.8
1460,4.4,6,6,6.75,5,7.4,6.2
1461,4.4,5.6,6.33333333333,6.8,5,7.4,6.4
1462,5.8,4.2,7.33333333333,3.8,5.6,6,6
1463,4.25,6.2,3.33333333333,8,5.2,7.6,5.2
1464,7.2,3.2,6.66666666667,4.6,3.8,7.2,5.6
1465,8.4,3.6,4.66666666667,6.8,3,7.6,4.8
1466,5.4,5.4,7.33333333333,6.75,5.6,6.6,6.4
1467,5,6,5,7.25,5,7.4,5.4
1468,4.5,7.2,5.5,6.25,6.2,7.6,8
1469,4,5.2,5.5,5.75,6.4,6.6,6.4
1470,3.75,2.4,7.5,3.4,6.2,6.2,6.6
1471,6.5,4.8,5.5,7,4.8,6.8,5.8
1472,5.25,7.2,5,7.4,5.4,7.4,5.8
1473,5.75,6.6,7.5,7.2,6.6,6.4,6.6
1474,5.75,3.2,7.5,5.6,5.4,7.6,7.4
1475,4.6,5.2,5.33333333333,6.6,5.4,7,5.4
1476,5.25,2.6,5,4.5,4.6,7.8,8
1477,5.75,6.4,6.5,6,5.2,6.8,7
1478,4.5,7.8,4.5,8.2,5.6,7,6.8
1479,6.5,6.4,4.66666666667,6.75,3.4,7.4,6.2
1480,6.25,6,3.5,7.5,6.6,7.8,6.8
1481,5,8,6.5,6.8,5.8,7.6,6.8
1482,3.6,5.6,5.66666666667,6,6.8,4,5.6
1483,6.6,5.8,5,6.8,4.5,7.8,5.8
1484,5.25,6.2,5.5,7.8,5.4,7.4,6.8
1485,3,6.4,4,6.5,6.8,5.8,5.4
1486,6.5,7.4,4.5,6.75,5,8.4,6.8
1487,6.5,6,4,9,4.8,7.2,5.6
1488,6.2,4.8,6,5.4,4.75,6.2,6
1489,6.2,4.4,5,6.5,4.6,6.8,4.2
1490,5,6.8,4.33333333333,7.5,5,7.4,8
1491,6.2,6.4,5.75,7.75,3.8,7.4,4.4
1492,5.8,3,8,3.2,3.6,7.2,3.2
1493,9,3,3.66666666667,7.75,2.6,6.8,5
1494,4.8,6.2,4,8.2,6,8.4,6.6
1495,3.6,6.2,4.66666666667,7.25,5.6,7.2,6.8
1496,3.6,7.2,3,8.25,5.8,6.6,5.6
1497,8,2.6,5,6.5,3.6,7,5.75
1498,6.75,5.2,3.5,7.75,4,8.4,8.4
1499,8,6.4,7.5,6.25,3.8,7,5.2
1500,7.75,3.8,4,4.75,4,7.2,5.8
1501,7.75,6.2,3.5,8,4.4,7.6,6.2
1502,4.2,6.8,4.33333333333,8,6,7.8,6
1503,5.75,7.6,4,7.25,5,7.4,3.2
1504,5.25,7,2.5,9,5.2,7.6,5.2
1505,9.25,2.4,4.5,5.75,2.2,7.4,3
1506,7.5,5.6,4,7.8,5,7.2,3.4
1507,5.25,6.2,5,7.6,6,7.8,8
1508,4.4,7.4,4.33333333333,6.75,5.4,6,4.2
1509,4.75,7,5.5,8,6.4,7.8,7.4
1510,8,2,2.5,6.75,3.6,7.4,7.4
1511,6.75,6,5.5,8,5.8,7,5.4
1512,5,5.6,4,6.6,5,7.4,4.4
1513,2.75,1.6,8.5,2.2,8.2,4.8,5.6
1514,7,5,5,7.8,5.4,6.4,5.8
1515,4.6,1.6,3,3.4,6,6.8,5.4
1516,7.8,4,5.33333333333,6.5,4,7.6,6.6
1517,6.2,6.4,7,7.4,6,6.6,6.2
1518,6.2,4.2,5.33333333333,5.8,4.6,6.6,6.75
1519,7.6,4.4,5.33333333333,7,4.6,7,6.25
1520,6.8,7.8,5,7.6,4.4,6.8,4.5
1521,5,6.8,5.66666666667,7.8,5.4,7.4,6.5
1522,4.2,8.4,7.66666666667,7.4,9,5,7.25
1523,7,7.6,5,8.4,3.4,7.6,4.5
1524,6.2,7.6,6,8.2,5.4,6.8,7
1525,5.6,5.8,5.33333333333,7.8,5.6,6.4,6.5
1526,5.8,4.6,5.33333333333,7.2,5.2,7,6.5
1527,2.8,1.6,6,2,7.8,4.2,5.75
1528,7.8,5.4,5.66666666667,8.2,3.4,7.4,5.5
1529,3.4,6.2,4.66666666667,7.8,8.2,5.8,6.25
1530,5,5.8,7.33333333333,3.6,4.2,8,7
1531,5.4,4.4,5.66666666667,5.6,4.6,6.8,4.75
1532,3.6,4.4,5.33333333333,5,6,5.8,7.25
1533,4.4,6.8,6,6,7,5.8,6.25
1534,2.4,2.6,6.33333333333,2.8,6.8,5.8,6
1535,4.2,3.2,5.66666666667,4.4,5,6,6
1536,4.6,7.4,4,8.2,5.8,5.8,6.25
1537,6.8,4,6.33333333333,3.8,3,8.2,6.25
1538,3.2,8.4,4,7.8,7.8,4.4,5.25
1539,8.2,4.2,5,8,3.4,7.4,5.6
1540,6.8,6,6.33333333333,5.75,4.4,7.4,7.4
1541,6.4,3.2,4.33333333333,7.25,5,6.4,8
1542,5.2,5.2,5.66666666667,5.25,4.4,7,6
1543,6.2,6.6,5,7.75,5.6,7.6,6.25
1544,8.8,4.8,5.33333333333,6.6,3,7.6,4.5
1545,5.2,6.4,5.66666666667,7.5,5,8,6.8
1546,3.2,2.4,6,5,6.6,6.4,4.75
1547,5.8,6.2,3.66666666667,8.4,4.8,7.8,7.5
1548,7,6.6,6.33333333333,7.25,4,6.8,5.2
1549,6.2,3.8,5.66666666667,7.2,3.6,7.6,6.75
1550,5.2,7,5,7,5.4,7,7.2
1551,6.4,6.2,6,5.75,3.8,6.6,6.5
1552,5.6,4.4,6,5.25,4.2,7.2,7.8
1553,3.2,4.4,6,3.4,6.8,4.8,5.75
1554,4.4,7.2,3.66666666667,8.25,5.8,7.8,7
1555,4.2,6.6,5,7.25,6.8,6.8,6.75
1556,5.6,7.4,6.33333333333,7.4,6,6.8,6
1557,5.2,6,3,8.5,5.4,7.4,8.4
1558,2.8,2.2,8.5,2.75,5.2,6.6,7.25
1559,6.2,4,5,4.8,4,6.4,6.5
1560,4.2,4.8,7,4.5,7.2,4.8,6.75
1561,6.4,6.6,7,6.5,4.4,6.8,5.8
1562,6,7.6,6,6.8,5.2,7.8,7
1563,3.8,6.6,4,7.5,6.8,6.8,5.5
1564,5.4,6,5.5,4.5,5.4,6.6,5.75
1565,2,6.2,2.66666666667,7.5,5.2,4.8,5
1566,5.6,4.6,5.33333333333,7,4.6,7,7
1567,3,2.4,4.5,3,4.2,7.4,5.25
1568,6.2,7,5,7.25,5,6.6,3.4
1569,3,8,7.66666666667,5.6,8.4,5.4,6.5
1570,3.8,3.4,8,4.5,7.8,5.4,6.5
1571,7.4,3.4,4.33333333333,5.6,3.6,7.4,6
1572,3.6,5.4,5.66666666667,4.8,7.4,5.6,6.25
1573,5.4,7,4.33333333333,8.25,5.4,7.4,8
1574,6,6.6,5,6.75,4.6,7.4,4.6
1575,2.6,3.6,5,3.25,7.8,5.4,6.75
1576,8.2,6,5,7.2,4,6.8,4.5
1577,4.8,5.8,3,5,6.4,8,6.5
1578,5,5.8,6,6,5.8,8.2,8
1579,3.6,4.4,6.66666666667,6.2,6.2,4.8,7.5
1580,5.4,7.4,5,8,6,7.2,6.33333333333
1581,7.2,7.4,4.33333333333,7.33333333333,4,7.4,4.25
1582,4.2,3.4,4.66666666667,4.33333333333,4.8,7.4,5.33333333333
1583,3.6,7.2,5,7.5,5,6.8,5.66666666667
1584,4.8,6.2,4.33333333333,7.75,6.4,7.6,6.66666666667
1585,6.8,3.6,4.33333333333,4.25,3,8,6
1586,5,7.6,2.66666666667,8.66666666667,4,8.2,8.66666666667
1587,5.4,7.2,4.66666666667,7.66666666667,8,7,5
1588,7.6,7.2,4,8,4,7.4,5
1589,6.6,7.8,5.66666666667,7,4.2,7.6,3
1590,4.4,8,5,6.33333333333,6,8.4,9.33333333333
1591,7.4,4.4,3.33333333333,5.75,3,7.8,1.66666666667
1592,5,7.8,3,8.33333333333,5.4,8.8,8
1593,3.25,3.2,4.5,3.5,4.4,7.8,6.5
1594,5,7.8,5.5,8.75,8.2,7,6.5
1595,2.8,6.6,5.33333333333,7,8.2,5.8,5.66666666667
1596,5.2,8.8,3.33333333333,7.33333333333,2.6,8.2,3.33333333333
1597,5.25,7.2,4,7.75,5.4,6.8,4.5
1598,4.8,7.6,4,7.33333333333,5.6,8,8
1599,2.4,8.2,2.66666666667,8.33333333333,7.8,5.4,4.33333333333
1600,5,6.6,3,7.33333333333,5.4,7.4,5.66666666667
1601,5.2,6.8,5.33333333333,7,5.6,7.4,8
1602,2.4,1.4,1,1.75,2.8,8.4,3.75
1603,5.4,6.2,2.33333333333,7.75,6.6,7,5.25
1604,5.6,7.8,5.33333333333,6.25,5.2,7.8,5.25
1605,5.8,5.8,4.66666666667,6.66666666667,4.8,7.6,4.75
1606,5.2,4.2,6.66666666667,3,4.2,7,7
1607,6,4,6.33333333333,3.25,4.4,7.6,5.75
1608,3.4,3.6,6.33333333333,3.75,5.6,7.6,6.5
1609,7.4,4.6,5.66666666667,6.5,3,7.6,5
1610,4.8,7.4,4.66666666667,5.75,5.6,7,5.5
1611,7,6.2,5.33333333333,5.25,4.4,8.2,5
1612,8.8,3.2,2.33333333333,5.5,2.6,8.2,4.25
1613,8.4,4.4,3.66666666667,7.25,3.2,8.2,2.5
1614,5.6,5,6,6,5,7.6,5
1615,5,3.4,4.66666666667,3.25,2.8,7.6,5
1616,6.4,6.6,4,6.25,4.8,8,2.5
1617,6.6,7.8,6,4.5,3,8.2,2
1618,7,6.8,6,4.5,4.2,8,2.25
1619,6.6,4.2,6.66666666667,4,3,7.8,3.25
1620,5.2,7,3.66666666667,8.25,3.8,8.4,5.25
1621,4.8,6.8,5,7.25,4.2,7.8,4.5
1622,8,2.2,3.66666666667,6.75,2.6,8.6,4.75
1623,6,4.6,4.66666666667,5.75,3,7.6,5.33333333333
1624,5.2,9,4.66666666667,6.25,8.4,8.6,6.75
1625,5.8,3.6,5,4.5,3.6,8.4,7
1626,7.4,7.8,7,5.75,3.4,8.2,3.33333333333
1627,5.8,4,3.66666666667,7,5.6,7.8,5.25
1628,6.8,5,4.66666666667,7,4,6.6,5.25
1629,7.2,7.6,5.33333333333,8,5.2,7.6,4.33333333333
1630,3.6,6,8,3,6.8,5.8,5.5
1631,5.8,7,3.33333333333,8.5,4.2,8.4,2.25
1632,7.4,6.6,3.33333333333,8.5,3.8,8.6,4.66666666667
1633,7,5.2,4,7,4.2,8.4,6.25
1634,5.6,5.8,4.66666666667,6.75,7.8,8.2,6.25
1635,2.6,8,5.33333333333,5.75,7.6,6.4,5.66666666667
1636,7.2,5.6,4.66666666667,6.5,3.4,7.6,5.33333333333
1637,5.4,8,6,7.25,6.6,6.4,5.66666666667
1638,4.8,7.4,4.33333333333,7.25,5.2,8,4.66666666667
1639,4.4,7.8,6.75,8,7.4,6.8,7.5
1640,3.6,8.8,7,7.4,7.2,6,6.75
1641,7,7.2,5.33333333333,6.25,4.2,7.8,5.33333333333
1642,6.8,3,2.33333333333,5.25,3.6,6.8,4.33333333333
1643,5.6,5,3.66666666667,7.25,3.8,7.4,6.66666666667
1644,5.2,5,7,4.5,5.2,6,5.66666666667
1645,7,7.2,5,7.25,4.8,8,3
1646,7.8,7.2,5.66666666667,6.5,3.4,7.8,4.66666666667
1647,3.2,8.8,5,7.25,7.6,5.6,6
1648,6.8,5,5.66666666667,6.5,6,7.6,8.33333333333
1649,5.8,4,5,6,4,8,2.66666666667
1650,2.8,7.2,4,7,5.8,7.4,7
1651,7.8,5.8,5,7,3.6,7.8,4.66666666667
1652,7.6,6.2,5.66666666667,7,3.8,7.8,3.66666666667
1653,3.4,2.6,2.33333333333,6.75,4.8,8.4,7
1654,5.4,7.8,4.33333333333,7,4.6,8.8,5
1655,6,6.6,3.33333333333,8.25,3,8.4,7
1656,4.6,5.4,4.33333333333,7.5,6.4,7,6.66666666667
1657,5.6,6.8,6.66666666667,7.75,5.4,7.8,6.66666666667
1658,6.4,3,3.33333333333,6.5,3.8,8.2,5.33333333333
1659,7.2,6.8,6.66666666667,6,3.2,8.2,4.66666666667
1660,4.2,8,4.33333333333,8.25,6.8,6.8,5.66666666667
1661,8.8,4.2,5,5,2.2,8.2,6.66666666667
1662,7,5.8,3.33333333333,7.75,3.4,8.6,6
1663,7.6,6.6,7,5.5,3.4,8.2,2
1664,5.4,6.2,4,7.25,4.6,7.8,7.66666666667
1665,6.8,7,3.66666666667,7.5,3.6,8.2,4.33333333333
1666,1.8,2.8,2.66666666667,1.75,6.4,4.2,5.66666666667
1667,7.2,6.2,4.66666666667,6.5,4,7.8,3
1668,6.6,3,3.33333333333,6.25,3,8.2,5
1669,5.8,4.2,5,6,3.2,8,6.33333333333
1670,5.8,7.4,5,8.75,4.6,7.8,6.33333333333
1671,5.4,6.6,5.75,6.8,6.2,5.8,7.5
1672,5.75,6,5.33333333333,8,5.6,7,3.5
1673,6.8,4.2,4.5,7,3.8,7.2,5.25
1674,4.2,3.6,5.75,3.4,5.6,6,5
1675,4.5,6.2,5.33333333333,7.4,5.2,7.4,7
1676,5,7.4,6.75,6.8,4.6,6.6,5.75
1677,5.4,7.4,6.25,7.4,7.8,6.8,6.75
1678,7,5.2,6,7.4,4,7.8,4.5
1679,5.75,7.4,6,7.2,4.2,8,6.5
1680,4.6,5.4,5.5,7.8,4,7.6,5
1681,3.25,4,5.33333333333,6.8,6.8,6.6,7.5
1682,3.4,7,5,6.8,6.6,6,4.5
1683,7.5,5.4,4.66666666667,7.8,3,7.4,5.25
1684,7.5,5.8,4.66666666667,8,2.6,7.8,3.5
1685,6,3,3.66666666667,7.2,4.8,7.8,3.75
1686,4.5,8,6,8.2,6.4,6.8,6.25
1687,2.25,4.2,5,6.4,4.8,6.2,5.75
1688,6.75,4,5,6.4,4.2,7.2,7.5
1689,6.25,6.4,6,4.6,3.4,7.4,2.75
1690,5.6,6.8,6.75,8.2,4.8,6.4,5.75
1691,7.25,6.6,6,8.8,3.6,8.2,6
1692,5.75,6.4,6.66666666667,6,5.8,7.6,6.25
1693,4.8,7,8,6.2,7.6,6.4,6.5
1694,3.5,6,5.33333333333,7.6,5.6,7,7
1695,5.2,6.6,6.5,6.8,5,7.75,7
1696,6,5.4,7.25,6.4,4.4,7.4,5
1697,5.2,6.4,5.75,6.2,3.8,6.8,7.75
1698,4.6,3.6,3.75,6.4,5.6,6.6,7
1699,6.6,6.6,5.25,8.4,3.4,7.6,2.5
1700,6.4,5.8,6.75,6.6,4.6,8.6,5.5
1701,2.4,5.8,4.75,7.6,8.2,4.8,6.5
1702,5.2,7.2,4.5,8,5.2,7.6,7.25
1703,8,4.6,5,7.4,2.2,8.4,5.75
1704,7,5.6,5.4,7.4,4,8,3
1705,7.4,4,4.2,6.4,2.6,7.5,5.25
1706,5.6,5.6,5.4,6.4,3.4,7.6,4.25
1707,7.6,4.6,6.66666666667,5.6,4.2,8,6
1708,7,5.6,4,6.8,3,8,4.75
1709,5,6.8,7.75,7.2,5.2,7,6.5
1710,5.25,7.6,6.75,7.2,7.2,7,7.75
1711,8,6.2,4.66666666667,6.8,4.2,8,4.5
1712,4.5,6.2,5.75,5.4,5.8,5.5,5
1713,6.25,7.4,3.5,7.4,3.8,7.5,3.5
1714,3.25,5,3.66666666667,3.2,5.6,5.33333333333,6.75
1715,7.75,6.4,5,7,5.2,7.5,6.75
1716,4.75,5.6,5.25,7.4,4.6,6.75,4.75
1717,7.75,6.2,4.66666666667,5.8,3.6,7,4.5
1718,5.5,7.2,7.33333333333,8.2,7.8,7.5,7.75
1719,5,5.4,7,6.4,6.2,6.75,7.5
1720,5.5,7.2,4.33333333333,7.4,4.4,6.5,6.5
1721,3.75,1.4,4.33333333333,2,5.4,3.25,5.5
1722,4.75,6.8,6.25,7.4,5.4,6,7.5
1723,6,8,6,8.2,6,7,5.75
1724,8,3.8,4.66666666667,6,3.6,6.75,6.5
1725,7.4,3.8,3.66666666667,6.6,3.8,7.2,4.25
1726,7.4,7,5,7.4,4.2,7.2,5.5
1727,8.2,2.2,2.66666666667,7.8,2.8,7.8,6.25
1728,5.4,8,7.33333333333,8,4.4,6.8,4.5
1729,3.2,4.4,5.5,5,5,5.2,6
1730,5.6,7.6,4,8,8,6,7
1731,6.25,4.2,3.5,5.25,5.2,5.8,6.5
1732,6.2,7.6,7,8,6.4,6.2,5.75
1733,5.6,6.4,4.5,6.6,7,5.6,6.5
1734,5.6,7,6.5,6.8,8.4,6.6,7.25
1735,7,6,4,7,5,6.8,6.5
1736,5,7,7,7.4,6.8,5.8,6.75
1737,8,5.6,4,7.6,4.4,7.6,7.25
1738,7,7.4,4.5,6.8,4.8,6.8,5.5
1739,6.2,5.2,3.5,8,5.2,7,6
1740,6.8,5.4,5.5,7.4,5.6,6.8,7.5
